Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason
Manual,Unmatched (Manual),,,Varj Capriccj,A288,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Vatican Papal Basilica,G40,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venetian Military Republic,G48,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venice Notarial Section,G142,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venice-Inquisitori di Stato,G82,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venice-Inquisiwri,G83,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venice-Sezione Notarile,G123,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venice-Stampe,G84,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ventura Carrara,R194,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ventura Rossi,R196,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venus Leaving the Bath,A291,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venus Mourning over the Death of Adonis,A292,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venus and Adonis,A289,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venus and Adonis,A290,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venus and Amor,A480,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Venus playing with Cupid,A293,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Via Chiara,G66,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Via Crucis,A476,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Via de' Giubbonari,G62,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Vienna Foscarini,R197,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,View of the Grand Canal,A294,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Vigilance,A295,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Vigilie di S. Pietro,A296,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Villa Cordellina,G31,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Villa d'Arcetri,G135,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Village Scene,A297,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Vincenzo Costaguti,R198,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Vincenzo Giustiniani,A298,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Vincenzo da Canal,R199,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Virgil Bassanino,R202,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Virgin and Child holding Rosaries with Saints Catherine and Dominic,A299,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Virgin protecting the city of Spoleto,A300,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Virginia Museum of fine Arts Williams Fund,G159,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Viterbo Moroni,G134,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Vrilliere,G88,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,War Scenes,A477,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,William Chandler Kirwin,R203,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Woman Playing Musical Instrument,A478,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Women washing their Laundry at a Fountain,A301,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Youth rescued from the Pleasures of Venus,A302,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Zaccaria Sagredo,A303,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Zephyr Abducting Chloris,A479,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Zuane Udni,R204,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,nell’ingresso del procuratore Giorgio Pisani,A161,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,shrines,G120,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,state rooms,G91,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,una favola d'Enea,A286,,work-English_table.csv,Unmatched & Non-Q ID
